,Date_added,GRE_Q,GRE_V,GRE_W,GRE_sub,ST,Undergrad_GPA,admission_date,admission_status,admission_via,degree,institution,notes,program,season
4266,22 Apr 2016,164.0,155.0,5.0,,A,3.33,22 Apr 2016,Rejected,E-mail,Masters,UMass Amherst / University Of Massachusetts Amherst,The email said to log in to my account and that is where I found out rejection.,Statistics,F16
4267,21 Apr 2016,170.0,153.0,3.5,,U,3.7,20 Apr 2016,Accepted,E-mail,Masters,Purdue University,Applied to Ph.D and only got masters. Got accepted to better school so declined the offer. Best of luck!,Statistics,F16
4268,19 Apr 2016,,,,,A,,19 Apr 2016,Rejected,Website,Masters,ีUniversity Of Maryland - College Park (UMD),No email,AMSC (Applied Mathematics & Statistics And Scientific Computation),F15
4269,19 Apr 2016,,,,,U,,14 Apr 2016,Accepted,E-mail,Masters,"""University Of Washington Seattle",,Statistics,F16
4270,18 Apr 2016,,,,,U,,2 Apr 2016,Wait listed,E-mail,Masters,Carnegie  Mellon University (CMU),,Applied Master Of Statistics,F16
4271,16 Apr 2016,,,,,I,,15 Apr 2016,Accepted,Website,Masters,Duke University,"Email to check website. Was on waitlist. Will decline.
4a/2r/1?",Statistics,F16
4272,15 Apr 2016,163.0,165.0,4.5,,A,,15 Apr 2016,Rejected,E-mail,Masters,Columbia (GSAS),"Email asking to check portal.  Strong applicant pool, etc, etc.",Statistics,F16
4273,15 Apr 2016,,,,,I,,14 Apr 2016,Rejected,E-mail,PhD,Arizona State Univerity,,Statistics,F16
4274,15 Apr 2016,,,,,O,,15 Apr 2016,Other,Other,PhD,Chapel Hill-UNC,To the poster below. How did you know your position on the wait list. did you contact the university? I've sent them a few emails but there's no response.,A.M. Statistics,F16
4275,15 Apr 2016,,,,,U,,14 Apr 2016,Wait listed,E-mail,PhD,Chapel Hill-UNC,"In a very high position on the waiting list. if you have a better choice, It would be very very grateful if you turn down the offer.",Statistics,F16
4276,15 Apr 2016,,,,,O,,15 Apr 2016,Accepted,E-mail,PhD,University Of Maryland - College Park (UMD),Emailed to ask. Was very high on the waitlist. I'm over the moon right now.,Mathematical Statistics,F16
4277,14 Apr 2016,168.0,150.0,3.5,,U,3.17,14 Apr 2016,Rejected,E-mail,PhD,U Pittsburgh,,Statistics,F16
4278,14 Apr 2016,168.0,150.0,3.5,,U,3.17,14 Apr 2016,Rejected,E-mail,PhD,UCSB,,Statistics,F16
4279,14 Apr 2016,,,,,U,,14 Apr 2016,Rejected,E-mail,PhD,Penn State University (PSU),,Statistics,F16
4280,14 Apr 2016,,,,,I,,14 Apr 2016,Rejected,E-mail,PhD,Michigan State University (MSU),Emailed to ask. Rejected by every school I applied to. Excuse me while I get the noose ready.,Statistics,F16
4281,14 Apr 2016,,,,,A,,14 Apr 2016,Rejected,E-mail,PhD,Rice University,,Statistics,F16
4282,14 Apr 2016,,,,,I,,14 Apr 2016,Rejected,Website,PhD,UC Santa Barbara,Email to check website. I guess there was an unofficial waitlist. Good luck to everyone!,Statistics And Applied Probability,F16
4283,14 Apr 2016,,,,,I,,8 Apr 2016,Accepted,Website,PhD,University Of New Hampshire,"Waitlisted concerning financial assistance. Please, drop now if you do not intend to attend the program. Please I beg of you, I am on my knees crying, Please.",Statistics,F16
4284,14 Apr 2016,168.0,165.0,5.0,,A,3.61,13 Apr 2016,Accepted,E-mail,Masters,Ohio State,8a/3r/1?,Statistics,F16
4285,14 Apr 2016,166.0,159.0,4.0,,A,3.98,8 Apr 2016,Accepted,E-mail,PhD,Northwestern University,Phone interview March 11. Campus visit April 7. Offer made April 8.,Statistics,F16
4286,12 Apr 2016,,,,,A,,28 Mar 2016,Accepted,E-mail,PhD,ีUniversity Of Maryland - College Park (UMD),Accepted this offer. Turned down Boulder and Michigan recently.,AMSC (Applied Mathematics & Statistics And Scientific Computation),F16
4287,12 Apr 2016,167.0,164.0,3.5,,A,3.77,11 Apr 2016,Accepted,E-mail,Masters,Ohio State Univ. (OSU),"Unsure if they will be able to provide funding, which will be a major factor for me. 3A/4R/1?",Statistics,F16
4288,12 Apr 2016,167.0,164.0,3.5,,A,3.77,11 Apr 2016,Accepted,E-mail,Masters,"The University Of California, Los Angeles (UCLA)","Part-time program, no funding available. 3A/4R/1?",Applied Statistics,F16
4289,12 Apr 2016,,,,,A,,11 Apr 2016,Accepted,E-mail,Masters,"The University Of California, Los Angeles (UCLA)","March 31 deadline, got the application in 7-8 weeks ahead of that",Applied Statistics,F16
4290,11 Apr 2016,,,,,U,,11 Apr 2016,Wait listed,E-mail,PhD,UNC- Chapel Hill,"I emailed and they keep pushing the date to ask back without explicitly mentioning if I am rejected or waitlisted. My gut tells me that I am being wailisted now and they are still awaiting the offer decisions from other students. SO IF YOU ARE ACCEPTED WITH AN OFFER AND DECIDE NOT TO GO, PLEASE PLEASE ANSWER THEM BACK :(",Statistics And Operations Research,F16
4291,11 Apr 2016,,,,,U,,11 Apr 2016,Wait listed,Other,PhD,South Methodist University (SMU),Plz decline if you have better offers,Statistics,F16
4292,11 Apr 2016,,,,,A,,11 Apr 2016,Wait listed,E-mail,PhD,ีUniversity Of Maryland - College Park,"I know we all hate these posts, but I received an email from the AMSC coordinator at UMD, and they will be sending out another round of offers at some point over the next two days depending on responses to initial offers. I was asked if I was still interested in the program. If you've received an offer from UMD and plan to decline, please do so ASAP. It'll all be over soon friends!",AMSC (Applied Mathematics & Statistics And Scientific Computation),F16
4293,11 Apr 2016,,,,,O,,11 Apr 2016,Rejected,E-mail,Masters,Simon Fraser University (SFU),Just got a rejection letter from SFU this morning. Overall GPA was 3.31/4.33 and UDGPA was 3.57/4.33. Thought SFU was easy to get in..apparently not :( this sucks. Currently waiting for UBC since I'm waitlisted there.,Statistics,F16
4294,11 Apr 2016,163.0,170.0,5.0,,I,3.47,30 Mar 2016,Wait listed,E-mail,PhD,University Of Virginia,,Statistics,F16
4295,10 Apr 2016,169.0,155.0,3.5,,U,3.91,9 Apr 2016,Accepted,E-mail,Masters,The University Of Southern California,"business background, published 1 stat research paper",Statistics,F16
4296,10 Apr 2016,168.0,165.0,5.0,,A,3.61,10 Apr 2016,Accepted,E-mail,Masters,Purdue University,7a/3r/2?,Statistics,F16
4297,10 Apr 2016,,,,,I,,7 Apr 2016,Rejected,Website,Masters,Univerity Of Waterloo,,Statistics,F16
4298,9 Apr 2016,,,,,A,,9 Apr 2016,Accepted,E-mail,Masters,The University Of Toronto,Math PhD guys - same thing happened to me. It takes a few days between 'Decision Made' and when you actually get a decision. If you don't want to wait just email the department. That's what I did.,Statistics,F16
4299,9 Apr 2016,,,,,U,,15 Feb 2016,Accepted,E-mail,PhD,University Of Santa Barbara (UCSB),I turned down the offer yesterday.,Statistics,F16
4300,9 Apr 2016,,,,,A,,9 Apr 2016,Accepted,E-mail,Masters,University Of Pennsylvania - Graduate School Of Education (Penn GSE),"received the Admission Decision notification via email to check for the application website. In fact, I was accepted into this Master program four years ago with $5000 merit scholarship, but I did not go. This year, I got rejected by their Quantitative Method Ph.D program and I applied the SMART program again. This time, I got accepted again with $10K merit scholarship.","Statistics, Measurement, Assessment And Research Technology, SMART, MSEd Program",F16
4301,8 Apr 2016,,,,,I,,8 Apr 2016,Rejected,E-mail,PhD,University Of Chicago,"was on the wait-list, got the email to check the website.",A.M. Statistics,F16
4302,8 Apr 2016,,,,,A,,8 Apr 2016,Accepted,E-mail,Masters,The University Of Toronto,"Applied for the part-time program. Had my status changed to 'Decision Made' yesterday afternoon but nothing in the mail. I reached out this morning asking what the decision was, I was told I would receive an offer of admission in the afternoon. Got one a few hours later!",Statistics,F16
4303,8 Apr 2016,,,,,A,,8 Apr 2016,Accepted,E-mail,PhD,Rice University,Asked and get acceptance.,Statistics,F16
4304,8 Apr 2016,,,,,I,,8 Apr 2016,Rejected,E-mail,PhD,Boston U,,Statistics,F16
4305,8 Apr 2016,,,,,U,,8 Apr 2016,Rejected,E-mail,PhD,Boson Universityton,,Statistics,F16
4306,8 Apr 2016,,,,,U,,17 Mar 2016,Accepted,E-mail,PhD,University Of Pittsburgh,I have declined this offer. All the best to every applicant.,Statistics,F16
4307,8 Apr 2016,,,,,O,,29 Feb 2016,Accepted,E-mail,Masters,York University,Canadian Student with a degree in Biochemistry and a year of stats,MA. Statistics,F16
4308,8 Apr 2016,,,,,O,,24 Feb 2016,Accepted,E-mail,Masters,McMaster University,,Statistics,F16
4309,8 Apr 2016,162.0,167.0,5.5,,I,3.94,7 Apr 2016,Rejected,E-mail,Masters,"University Of Michigan, Ann Arbor",2a/1w/1r/1?. Applied over 4 months ago so can only assume I was rejected off waitlist. GPA is for a UK masters in a different quantitative field.,Applied  Statistics,F16
4310,7 Apr 2016,167.0,164.0,3.5,,A,3.77,7 Apr 2016,Accepted,E-mail,Masters,Iowa State University,Admitted and funded! Woohoo! 4R/1W/1A,A.M. Statistics,F16
4311,7 Apr 2016,164.0,155.0,5.0,,A,3.33,7 Apr 2016,Rejected,Website,Masters,University Of Waterloo,Checked my account today for rejection. I asked last week when I should be hearing and they said they did not have a definitive notification time (for the person below).,Statistics,F16
4312,7 Apr 2016,167.0,164.0,3.5,,A,3.77,7 Apr 2016,Rejected,E-mail,Masters,"University Of Michigan, Ann Arbor","Sounds like they got a lot of applications this year, but I'm sure they say that every year.",Applied Statistics,F16
4313,7 Apr 2016,167.0,161.0,4.5,,A,3.98,7 Apr 2016,Accepted,E-mail,PhD,"(University Of California, Los Angeles (UCLA)","3 acceptances 
2 waitlist
5 rejections",A.M. Statistics,F16
4314,7 Apr 2016,,,,,U,,7 Apr 2016,Rejected,Website,PhD,The Wharton School (UPenn),They really should tell students that they have been waitlisted instead of waiting to e-mail until April.,Statistics,F16
4315,7 Apr 2016,165.0,149.0,3.0,,U,3.91,6 Apr 2016,Rejected,E-mail,Masters,Illinois At Urbana Champaign (UIUC),,A.M. Statistics,F16
4316,7 Apr 2016,162.0,159.0,3.5,,U,,7 Apr 2016,Rejected,E-mail,Masters,Illinois University At Urbana-champaign,waited since October last year!,Applied  Statistics,F16
4317,6 Apr 2016,,,,,U,,6 Apr 2016,Rejected,Website,Masters,University Of Chicago,was on the wait list. checked the website and found was rejected.,A.M. Statistics,F16
4318,6 Apr 2016,,,,,A,,6 Apr 2016,Rejected,E-mail,PhD,University Of Pittsburgh,,Statistics,F16
4319,6 Apr 2016,,,,,O,,6 Apr 2016,Other,E-mail,Masters,Stanford University,"Per my admit mail from March, today is the deadline for admitted stats/data masters students to respond...and they recommended responding ASAP as a courtesy to wait listed applicants.  So wait lists should know their status very soon.",Statistics,F16
4320,6 Apr 2016,,,,,U,,6 Apr 2016,Rejected,E-mail,PhD,Cornell,,A.M. Statistics,F16
4321,6 Apr 2016,,,,,U,,6 Apr 2016,Rejected,E-mail,PhD,Cornell,,A.M. Statistics,S16
4322,6 Apr 2016,,,,,U,,6 Apr 2016,Rejected,E-mail,Masters,Cornell,,A.M. Statistics,F16
4323,5 Apr 2016,161.0,158.0,4.0,,U,3.7,5 Apr 2016,Accepted,E-mail,Masters,Columbia  University,"got accepted to the hybrid program, they made the admission offer in 10 days. Finance undergrad, with 2 years of relevant full time exp and internships",A.M. Statistics,F16
4324,4 Apr 2016,,,,,O,,4 Apr 2016,Other,Other,Masters,McGill Univerisity,Canadian student in Stats for B.S from top school,A.M. Statistics,F16
4325,4 Apr 2016,,,,,I,,4 Apr 2016,Wait listed,Other,PhD,Carnege Mellon University,"cmu is my top choice and i really wanna go to cmu.  if you decide to go another school, it will be grateful for me your to decline it!",A.M. Statistics,F16
4326,4 Apr 2016,,,,,O,,4 Apr 2016,Other,Other,Masters,McGill University,"Has anyone who applied to McGill for masters in statistics heard from them yet? I messaged them on the application dashboard, and emailed them twice but no one responded to me. Anyone in the same boat? 
",Statistics,F16
4327,4 Apr 2016,,,,,U,,3 Apr 2016,Accepted,E-mail,PhD,"Chapel Hill, University Of North Carolina",,Statistics,S16
4328,3 Apr 2016,,,,,I,,3 Apr 2016,Accepted,E-mail,PhD,"Chapel Hill, University Of North Carolina",,Statistics,F16
4329,2 Apr 2016,162.0,159.0,3.5,,U,3.23,1 Apr 2016,Rejected,E-mail,Masters,The University Of Toronto,,Applied  Statistics,F16
4330,2 Apr 2016,,,,,U,,2 Apr 2016,Accepted,Website,PhD,North Dakota State University,No news about financial aid...........,Statistics,F16
4331,2 Apr 2016,,,,,U,,2 Apr 2016,Accepted,E-mail,PhD,Southern Methodist University ( SMU ),"interview via phone on Thursday, then got offer today via email! Very happy. 1a/2r/1w.",Statistics,F16
4332,1 Apr 2016,,,,,O,,1 Apr 2016,Other,Other,PhD,Cornell,I am on the shortlist for almost 2 months. Please decline if you won't go. I really appreciate it!!!!,A.M. Statistics,S16
4333,1 Apr 2016,,,,,A,,1 Apr 2016,Accepted,E-mail,PhD,Purdue University,"OMG I can't believe it! This is my first admit since January, so excited! Feels great after nine straight rejections. No mention of funding. 2a/0w/9r/3?",Statistics,F16
4334,1 Apr 2016,,,,,U,,1 Apr 2016,Wait listed,E-mail,PhD,University Of Virginia,,A.M. Statistics,F15
4335,1 Apr 2016,,,,,U,,1 Apr 2016,Wait listed,E-mail,PhD,JHU (Johns Hopkins),Hmm it is already April. Could you please turn down your offer if you have better choice. Thank you very much,A.M. Statistics,F16
4336,1 Apr 2016,,,,,A,,1 Apr 2016,Rejected,E-mail,PhD,NDSEG,"General NDSEG rejection email. Bummer, thought I had a chance but guess not. Congrats to those who received the fellowship!",Statistics,S16
4337,1 Apr 2016,,,,,U,,1 Apr 2016,Wait listed,E-mail,PhD,The University Of Virginia,It seems that there are at least 5 wl,Statistics,F16
4338,1 Apr 2016,162.0,167.0,5.5,,I,3.94,1 Apr 2016,Wait listed,E-mail,Masters,The University Of Virginia (UVA),1a/1w/0r/3? so far. GPA is for UK masters in a somewhat related subject.,Statistics,F16
4339,1 Apr 2016,,,,,O,,1 Mar 2016,Wait listed,E-mail,PhD,Columbia Univeristy,"It's been a month on the waitlist and 4/15 is almost near us.
Hence to those who were offered admission, if you are not interested in going, please reject the offer as early as possible for the wait listed people like me !!  Thank you in advance! :)
",A.M. Statistics,F16
4340,1 Apr 2016,,,,,U,,1 Apr 2016,Wait listed,E-mail,PhD,University Of Virginia,Please turn it down if you don't want to go....Many thanks....It's almost 4.15,Statistics,F16
4341,1 Apr 2016,,,,,,,31 Mar 2016,Rejected,Website,PhD,The University Of Pennsylvania,Email to check website.,Statistics,F16
4342,31 Mar 2016,,,,,A,,31 Mar 2016,Rejected,E-mail,PhD,University Of Pennsylvania,,Statistics,F16
4343,31 Mar 2016,170.0,161.0,3.0,,I,3.93,31 Mar 2016,Rejected,Website,PhD,The University Of Pennsylvania Wharton School,,A.M. Statistics,S16
4344,31 Mar 2016,,,,,A,,31 Mar 2016,Other,E-mail,Masters,ีUniversity Of Maryland - College Park (UMD),"Emailed to ask about application status. ""We anticipate making another round of offers by the first week of April""",AMSC (Applied Mathematics & Statistics And Scientific Computation),F16
4345,31 Mar 2016,,,,,I,,31 Mar 2016,Rejected,E-mail,Masters,The University Of Wisconsin - Madison (UW),,A.M. Statistics,F16
4346,31 Mar 2016,,,,,U,,31 Mar 2016,Rejected,E-mail,PhD,TAMU (Texas A & M University) College Station,,Statistics,F16
4347,31 Mar 2016,,,,,U,,31 Mar 2016,Wait listed,E-mail,PhD,The University Of Virginia (UVA),"If anyone was admitted and decided not to go, please decline it asap, thank you!",Statistics,F16
4348,31 Mar 2016,165.0,150.0,3.0,,I,3.84,28 Mar 2016,Accepted,E-mail,PhD,TAMU (Texas A & M University) College Station,"Undergraduate major : Mathematics: 2nd ranking in the department,
Master's major : Statistics",Ph.D. Statistics,F16
4349,31 Mar 2016,,,,,O,,31 Mar 2016,Other,Other,PhD,TAMU (Texas A & M Univercity),"To the poster below, did you apply to the MS program as well? Any update on that? Thanks.",A.M. Statistics,F16
4350,31 Mar 2016,,,,,I,,31 Mar 2016,Rejected,E-mail,PhD,TAMU (Texas A&M Univercity),I sent email to ask the admission decision. They sent me an email of rejection.,Statistics,F16
4351,31 Mar 2016,170.0,158.0,5.0,,O,3.96,31 Mar 2016,Wait listed,Other,Masters,University Of Chicago,"Attention those who have been accepted: If you do not plan on accepting or find it unlikely that you will accept, please reject the offer soon. Please consider that there are only 16 days left to decide on program. University of Chicago is amongst my top choices and I would very much like to go. Thank you.",Statistics,F16
4352,30 Mar 2016,,,,,I,,18 Feb 2016,Other,Other,PhD,ีUniversity Of Maryland - College Park,"I just declined the offer, good luck to people on the waiting list!",AMSC (Applied Mathematics & Statistics And Scientific Computation),F16
4353,30 Mar 2016,164.0,160.0,5.5,,A,3.9,24 Mar 2016,Rejected,E-mail,PhD,UC Irvine (UCI),Not a California resident; missing one of the math courses that they wanted to see (analysis pt. 2),Statistics,F16
4354,30 Mar 2016,166.0,154.0,4.0,,I,3.2,30 Mar 2016,Rejected,E-mail,Other,Cornell,,Applied Statistics MPS,F16
4355,30 Mar 2016,,,,,A,,30 Mar 2016,Wait listed,E-mail,Masters,Cornell University,,Statistics(MPS),F16
4356,30 Mar 2016,151.0,166.0,3.5,,U,3.79,29 Mar 2016,Wait listed,E-mail,Other,Cornell University (Ithaca),"Got on waitlist, but really hope to get in",Applied  Statistics,F16
4357,30 Mar 2016,,,,,O,,30 Mar 2016,Other,Other,Masters,TAMU (Texas A & M Univercity),"To the poster below, how did you come to know about the rejection?",Applied  Statistics,F16
4358,30 Mar 2016,170.0,162.0,3.5,,U,,29 Mar 2016,Wait listed,E-mail,Masters,Cornell University (Ithaca),"If anyone getting the offer does not want to go, could you please reject it soon? I am really in love with this program. Really hope to get in. Thanks!!!",Applied Statistics MPS,F16
4359,30 Mar 2016,162.0,159.0,3.5,,U,,30 Mar 2016,Rejected,E-mail,Masters,TAMU (Texas A & M Univercity),,Applied Statistics,F16
4360,29 Mar 2016,170.0,154.0,3.5,,U,3.3,29 Mar 2016,Rejected,E-mail,Masters,Johns Hopkins University (JHU),,A.M. Statistics,F16
4361,29 Mar 2016,167.0,157.0,3.5,,U,3.89,29 Mar 2016,Rejected,E-mail,Masters,John Hopkins University,,A.M. Statistics,F16
4362,29 Mar 2016,,,,,U,,29 Mar 2016,Rejected,Website,PhD,Duke Univerisity,,A.M. Statistics,F16
4363,29 Mar 2016,,,,,U,,29 Mar 2016,Rejected,E-mail,PhD,The University Of Pennsylvaia (UPenn),,A.M. Statistics,F16
4364,29 Mar 2016,,,,,U,,3 Mar 2016,Rejected,E-mail,PhD,George Washingon University (GWU),,A.M. Statistics,F16
4365,29 Mar 2016,157.0,170.0,3.5,,U,4.0,29 Mar 2016,Rejected,E-mail,PhD,The University Of Minnesota - Twin Cities (UMN),I didn't expect to be that hard,A.M. Statistics,F16
4366,29 Mar 2016,,,,,U,,29 Mar 2016,Rejected,E-mail,PhD,The University Of North Carolina - Chapel Hill (UNC),"I am sorry we will not be able to admit you to our program. The competition was very fierce and...      Don't wait UNC's way slow notification! Ask them, face reality and move on!",Interdisciplinary Statistics And Operations Research (INSTORE),F16
